pollster,numeric_grade,candidate_name,party,pct,sample_size,population,methodology,recent_poll
Harris Poll,1.5,Joe Biden,DEM,42,1963,Voters,Online Panel,Older
Harris Poll,1.5,Donald Trump,REP,45,1963,Voters,Online Panel,Older
Harris Poll,1.5,Kamala Harris,DEM,40,1963,Voters,Online Panel,Older
Harris Poll,1.5,Donald Trump,REP,47,1963,Voters,Online Panel,Older
Harris Poll,1.5,Kamala Harris,DEM,41,1963,Voters,Online Panel,Older
Harris Poll,1.5,Ron DeSantis,REP,38,1963,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,35,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,33,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,37,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,39,1120,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1120,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,37,1120,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,44,1120,Voters,Online Panel,Older
Rasmussen,2.1,Joe Biden,DEM,36,1004,Voters,IVR/Online Panel,Older
Rasmussen,2.1,Donald Trump,REP,50,1004,Voters,IVR/Online Panel,Older
Rasmussen,2.1,Joe Biden,DEM,35,1004,Voters,IVR/Online Panel,Older
Rasmussen,2.1,Ron DeSantis,REP,46,1004,Voters,IVR/Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,37,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,40,1096,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,44,1096,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,39,1096,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,43,1096,Voters,Online Panel,Older
Susquehanna,2.3,Joe Biden,DEM,48,800,Voters,Live Phone,Older
Susquehanna,2.3,Donald Trump,REP,46,800,Voters,Live Phone,Older
Susquehanna,2.3,Kamala Harris,DEM,49,800,Voters,Live Phone,Older
Susquehanna,2.3,Donald Trump,REP,46,800,Voters,Live Phone,Older
Emerson,2.9,Joe Biden,DEM,41.9,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,43.4,1000,Voters,IVR/Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,43,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,50,1000,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,41,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,51,1000,Voters,Online Panel,Older
McLaughlin,0.5,Pete Buttigieg,DEM,39,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,49,1000,Voters,Online Panel,Older
McLaughlin,0.5,Philip Murphy,DEM,33,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,49,1000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,45,2004,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,2004,Voters,Online Panel,Older
Morning Consult,1.9,Bernie Sanders,DEM,42,2004,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,2004,Voters,Online Panel,Older
InsiderAdvantage,2,Joe Biden,DEM,43,750,Voters,NA,Older
InsiderAdvantage,2,Donald Trump,REP,47,750,Voters,NA,Older
YouGov,3,Joe Biden,DEM,39,1605,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,38,1605,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,43,1187,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,41,1187,Voters,Online Panel,Older
Harris Poll,1.5,Joe Biden,DEM,43,1966,Voters,Online Panel,Older
Harris Poll,1.5,Donald Trump,REP,45,1966,Voters,Online Panel,Older
Harris Poll,1.5,Kamala Harris,DEM,41,1966,Voters,Online Panel,Older
Harris Poll,1.5,Donald Trump,REP,47,1966,Voters,Online Panel,Older
Harris Poll,1.5,Kamala Harris,DEM,42,1966,Voters,Online Panel,Older
Harris Poll,1.5,Ron DeSantis,REP,38,1966,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,45,1001,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,44,1001,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,45,1001,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,44,1001,Voters,Online Panel,Older
Echelon Insights,2.7,Kamala Harris,DEM,43,1001,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,47,1001,Voters,Online Panel,Older
Echelon Insights,2.7,Kamala Harris,DEM,43,1001,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,46,1001,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,41,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,43,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,39,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,45,1500,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,40,1618,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,38,1618,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,45,1233,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,40,1233,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,34,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,37,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,32,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,38,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,38,1205,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,43,1205,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,35,1205,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,44,1205,Voters,Online Panel,Older
Harris Poll,1.5,Joe Biden,DEM,41,1990,Voters,Online Panel,Older
Harris Poll,1.5,Donald Trump,REP,47,1990,Voters,Online Panel,Older
Harris Poll,1.5,Kamala Harris,DEM,38,1990,Voters,Online Panel,Older
Harris Poll,1.5,Donald Trump,REP,49,1990,Voters,Online Panel,Older
Harris Poll,1.5,Kamala Harris,DEM,40,1990,Voters,Online Panel,Older
Harris Poll,1.5,Ron DeSantis,REP,38,1990,Voters,Online Panel,Older
Marquette Law School,3,Joe Biden,DEM,38,1004,Adults,Probability Panel,Older
Marquette Law School,3,Ron DeSantis,REP,33,1004,Adults,Probability Panel,Older
Marquette Law School,3,Joe Biden,DEM,37,1004,Adults,Probability Panel,Older
Marquette Law School,3,Mike Pence,REP,33,1004,Adults,Probability Panel,Older
Marquette Law School,3,Joe Biden,DEM,41,1004,Adults,Probability Panel,Older
Marquette Law School,3,Donald Trump,REP,37,1004,Adults,Probability Panel,Older
McLaughlin,0.5,Joe Biden,DEM,46,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,49,1000,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,42,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,50,1000,Voters,Online Panel,Older
McLaughlin,0.5,Hillary Rodham Clinton,DEM,41,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,51,1000,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,46,1050,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,44,1050,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,41,1050,Voters,Online Panel,Older
Echelon Insights,2.7,Mitt Romney,REP,35,1050,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,46,1050,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,43,1050,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,41,1050,Voters,Online Panel,Older
Echelon Insights,2.7,Mitt Romney,REP,34,1050,Voters,Online Panel,Older
U. Massachusetts - Lowell,2.9,Joe Biden,DEM,44,873,Voters,Online Panel,Older
U. Massachusetts - Lowell,2.9,Donald Trump,REP,42,873,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,50.13,2000,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,49.82,2000,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,37,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,35,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,37,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,41,1193,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,41,1193,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,39,1193,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1193,Voters,Online Panel,Older
Emerson,2.9,Joe Biden,DEM,41.9,1023,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,44.9,1023,Voters,IVR/Online Panel,Older
YouGov,3,Joe Biden,DEM,41,1623,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,37,1623,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,47,1225,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,39,1225,Voters,Online Panel,Older
Schoen Cooperman,1.5,Joe Biden,DEM,44,800,Voters,Online Panel/Text-to-Web,Older
Schoen Cooperman,1.5,Donald Trump,REP,44,800,Voters,Online Panel/Text-to-Web,Older
Schoen Cooperman,1.5,Kamala Harris,DEM,43,800,Voters,Online Panel/Text-to-Web,Older
Schoen Cooperman,1.5,Donald Trump,REP,47,800,Voters,Online Panel/Text-to-Web,Older
Schoen Cooperman,1.5,Hillary Rodham Clinton,DEM,43,800,Voters,Online Panel/Text-to-Web,Older
Schoen Cooperman,1.5,Donald Trump,REP,46,800,Voters,Online Panel/Text-to-Web,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,35,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,38,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,32,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,39,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,40,1194,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1194,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,37,1194,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1194,Voters,Online Panel,Older
Fabrizio/Impact,1.7,Joe Biden,DEM,45,1500,Voters,Live Phone/Text-to-Web,Older
Fabrizio/Impact,1.7,Donald Trump,REP,45,1500,Voters,Live Phone/Text-to-Web,Older
YouGov,3,Joe Biden,DEM,40,1532,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,39,1532,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,45,1169,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,42,1169,Voters,Online Panel,Older
Harris Poll,1.5,Joe Biden,DEM,42,2026,Voters,Online Panel,Older
Harris Poll,1.5,Donald Trump,REP,48,2026,Voters,Online Panel,Older
Harris Poll,1.5,Kamala Harris,DEM,39,2026,Voters,Online Panel,Older
Harris Poll,1.5,Donald Trump,REP,51,2026,Voters,Online Panel,Older
Harris Poll,1.5,Kamala Harris,DEM,41,2026,Voters,Online Panel,Older
Harris Poll,1.5,Ron DeSantis,REP,39,2026,Voters,Online Panel,Older
NewsNation/Decision Desk HQ,1.6,Joe Biden,DEM,36.54,1046,Voters,Online Panel,Older
NewsNation/Decision Desk HQ,1.6,Donald Trump,REP,40.67,1046,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,34,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,35,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,34,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,42,1143,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,38,1143,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,41,1143,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,37,1143,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,45,1078,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,43,1078,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,45,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,48,1000,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,43,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,50,1000,Voters,Online Panel,Older
McLaughlin,0.5,Hillary Rodham Clinton,DEM,43,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,50,1000,Voters,Online Panel,Older
Emerson,2.9,Joe Biden,DEM,43.9,1138,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Donald Trump,REP,48,1138,Voters,IVR/Online Panel/Text-to-Web,Older
Susquehanna,2.3,Joe Biden,DEM,46,800,Voters,Live Phone,Older
Susquehanna,2.3,Donald Trump,REP,43,800,Voters,Live Phone,Older
Susquehanna,2.3,Kamala Harris,DEM,46,800,Voters,Live Phone,Older
Susquehanna,2.3,Donald Trump,REP,45,800,Voters,Live Phone,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,37,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,39,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,41,1205,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,41,1205,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,40,1205,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,43,1205,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,42,1568,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,40,1568,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,44,1190,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,43,1190,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,39,1568,Adults,Online Panel,Older
YouGov,3,Ron DeSantis,REP,32,1568,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,43,1189,Voters,Online Panel,Older
YouGov,3,Ron DeSantis,REP,36,1189,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,45,2005,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,2005,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,45,2005,Voters,Online Panel,Older
Morning Consult,1.9,Ted Cruz,REP,39,2005,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,2005,Voters,Online Panel,Older
Morning Consult,1.9,Mike Pence,REP,42,2005,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,2005,Voters,Online Panel,Older
Morning Consult,1.9,Ron DeSantis,REP,39,2005,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,47,1029,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,43,1029,Voters,Online Panel,Older
Echelon Insights,2.7,Hillary Rodham Clinton,DEM,43,1029,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,44,1029,Voters,Online Panel,Older
Marquette Law School,3,Joe Biden,DEM,43,1000,Adults,Probability Panel,Older
Marquette Law School,3,Donald Trump,REP,33,1000,Adults,Probability Panel,Older
Marquette Law School,3,Joe Biden,DEM,41,1000,Adults,Probability Panel,Older
Marquette Law School,3,Ron DeSantis,REP,33,1000,Adults,Probability Panel,Older
Harris Poll,1.5,Joe Biden,DEM,40,1815,Voters,Online Panel,Older
Harris Poll,1.5,Donald Trump,REP,46,1815,Voters,Online Panel,Older
Harris Poll,1.5,Kamala Harris,DEM,39,1815,Voters,Online Panel,Older
Harris Poll,1.5,Donald Trump,REP,49,1815,Voters,Online Panel,Older
Harris Poll,1.5,Kamala Harris,DEM,39,1815,Voters,Online Panel,Older
Harris Poll,1.5,Ron DeSantis,REP,40,1815,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,44,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,49,1000,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,40,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,51,1000,Voters,Online Panel,Older
McLaughlin,0.5,Hillary Rodham Clinton,DEM,41,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,51,1000,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,39,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,38,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,37,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,39,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,43,1261,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,41,1261,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,41,1261,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,41,1261,Voters,Online Panel,Older
Rasmussen,2.1,Joe Biden,DEM,40,1016,Voters,IVR/Online Panel,Older
Rasmussen,2.1,Donald Trump,REP,46,1016,Voters,IVR/Online Panel,Older
InsiderAdvantage,2,Joe Biden,DEM,41,750,Voters,NA,Older
InsiderAdvantage,2,Donald Trump,REP,49,750,Voters,NA,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,34,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,39,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,38,1248,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,44,1248,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,47,1020,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,44,1020,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,47,574,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,41,574,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,38,585,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,35,585,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,45,777,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,38,777,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,35,773,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,32,773,Adults,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,35,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,35,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,38,1148,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1148,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,38,1148,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1148,Voters,Online Panel,Older
Harris Poll,1.5,Joe Biden,DEM,45,1989,Voters,Online Panel,Older
Harris Poll,1.5,Donald Trump,REP,48,1989,Voters,Online Panel,Older
Harris Poll,1.5,Pete Buttigieg,DEM,37,1989,Voters,Online Panel,Older
Harris Poll,1.5,Donald Trump,REP,48,1989,Voters,Online Panel,Older
Harris Poll,1.5,Kamala Harris,DEM,41,1989,Voters,Online Panel,Older
Harris Poll,1.5,Donald Trump,REP,50,1989,Voters,Online Panel,Older
Harris Poll,1.5,Joe Biden,DEM,43,1989,Voters,Online Panel,Older
Harris Poll,1.5,Ron DeSantis,REP,36,1989,Voters,Online Panel,Older
Harris Poll,1.5,Kamala Harris,DEM,42,1989,Voters,Online Panel,Older
Harris Poll,1.5,Ron DeSantis,REP,37,1989,Voters,Online Panel,Older
Rasmussen,2.1,Joe Biden,DEM,32,1200,Voters,IVR/Online Panel,Older
Rasmussen,2.1,Donald Trump,REP,45,1200,Voters,IVR/Online Panel,Older
Fabrizio/Impact,1.7,Joe Biden,DEM,46,1500,Voters,Live Phone/Text-to-Web,Older
Fabrizio/Impact,1.7,Donald Trump,REP,45,1500,Voters,Live Phone/Text-to-Web,Older
Echelon Insights,2.7,Joe Biden,DEM,45,1013,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,45,1013,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,44,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,49,1000,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,42,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,50,1000,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,35,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,41,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,33,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1500,Voters,Online Panel,Older
Marquette Law School,3,Joe Biden,DEM,42,1004,Adults,Probability Panel,Older
Marquette Law School,3,Donald Trump,REP,34,1004,Adults,Probability Panel,Older
YouGov,3,Joe Biden,DEM,43,1673,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,39,1673,Adults,Online Panel,Older
Suffolk,2.9,Joe Biden,DEM,39.7,1000,Voters,Live Phone,Older
Suffolk,2.9,Donald Trump,REP,43.6,1000,Voters,Live Phone,Older
Emerson,2.9,Joe Biden,DEM,42.9,1000,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Donald Trump,REP,44.6,1000,Voters,IVR/Online Panel/Text-to-Web,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,38,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,42,1217,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1217,Voters,Online Panel,Older
Harris Poll,1.5,Joe Biden,DEM,45,1688,Voters,Online Panel,Older
Harris Poll,1.5,Donald Trump,REP,46,1688,Voters,Online Panel,Older
Harris Poll,1.5,Kamala Harris,DEM,40,1688,Voters,Online Panel,Older
Harris Poll,1.5,Ron DeSantis,REP,42,1688,Voters,Online Panel,Older
Harris Poll,1.5,Kamala Harris,DEM,39,1688,Voters,Online Panel,Older
Harris Poll,1.5,Tim Scott,REP,42,1688,Voters,Online Panel,Older
Harris Poll,1.5,Kamala Harris,DEM,41,1688,Voters,Online Panel,Older
Harris Poll,1.5,Mike Pompeo,REP,41,1688,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,43,1704,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,40,1704,Adults,Online Panel,Older
